1,2.47
2,2.47
3,2.47
4,2.47
5,2.47
6,2.47
7,2.47
8,2.47
9,2.46
10,2.47
11,2.47
12,2.47
13,2.47
14,2.47
15,2.47
16,2.47
17,2.47
18,2.47
19,2.47
20,3.08
21,2.8
22,2.69
23,2.62
24,2.59
25,2.56
26,2.55
27,2.54
28,2.53
29,2.52
30,2.52
31,2.51
32,2.51
33,2.51
34,2.5
35,2.5
36,2.5
37,2.5
38,2.5
39,2.5
40,2.5
41,2.5
42,2.5
43,2.5
44,2.5
45,2.5
46,2.5
47,2.5
48,2.5
49,2.5
50,2.5
51,2.5
52,2.5
53,2.49
54,2.5
55,2.5
56,2.49
57,2.5
58,2.49
59,2.49
60,2.5
61,2.49
62,2.49
63,2.49
64,2.47
65,2.49
66,2.49
67,2.49
68,2.49
69,2.49
70,2.49
71,2.49
72,2.49
73,2.49
74,2.49
75,2.47
76,2.49
77,2.49
78,2.49
79,2.49
80,2.49
81,2.49
82,2.49
83,2.49
84,2.49
85,2.49
86,2.49
87,2.52
88,2.5
89,2.5
90,2.5
91,2.5
